C:\Users\bibhu\Documents\car data\IMG\center_2024_07_08_08_22_08_279.jpg,C:\Users\bibhu\Documents\car data\IMG\left_2024_07_08_08_22_08_279.jpg,C:\Users\bibhu\Documents\car data\IMG\right_2024_07_08_08_22_08_279.jpg,0,0,0,2.348209E-05
C:\Users\bibhu\Documents\car data\IMG\center_2024_07_08_08_22_08_348.jpg,C:\Users\bibhu\Documents\car data\IMG\left_2024_07_08_08_22_08_348.jpg,C:\Users\bibhu\Documents\car data\IMG\right_2024_07_08_08_22_08_348.jpg,0,0,0,1.052066E-05
C:\Users\bibhu\Documents\car data\IMG\center_2024_07_08_08_22_08_416.jpg,C:\Users\bibhu\Documents\car data\IMG\left_2024_07_08_08_22_08_416.jpg,C:\Users\bibhu\Documents\car data\IMG\right_2024_07_08_08_22_08_416.jpg,0,0,0,2.371246E-06
C:\Users\bibhu\Documents\car data\IMG\center_2024_07_08_08_22_08_490.jpg,C:\Users\bibhu\Documents\car data\IMG\left_2024_07_08_08_22_08_490.jpg,C:\Users\bibhu\Documents\car data\IMG\right_2024_07_08_08_22_08_490.jpg,0,0,0,9.720431E-05
C:\Users\bibhu\Documents\car data\IMG\center_2024_07_08_08_22_08_557.jpg,C:\Users\bibhu\Documents\car data\IMG\left_2024_07_08_08_22_08_557.jpg,C:\Users\bibhu\Documents\car data\IMG\right_2024_07_08_08_22_08_557.jpg,0,0,0,0.0001179291
C:\Users\bibhu\Documents\car data\IMG\center_2024_07_08_08_22_08_627.jpg,C:\Users\bibhu\Documents\car data\IMG\left_2024_07_08_08_22_08_627.jpg,C:\Users\bibhu\Documents\car data\IMG\right_2024_07_08_08_22_08_627.jpg,0,0,0,0.0001334979
C:\Users\bibhu\Documents\car data\IMG\center_2024_07_08_08_22_08_705.jpg,C:\Users\bibhu\Documents\car data\IMG\left_2024_07_08_08_22_08_705.jpg,C:\Users\bibhu\Documents\car data\IMG\right_2024_07_08_08_22_08_705.jpg,0,0,0,0.000154157
C:\Users\bibhu\Documents\car data\IMG\center_2024_07_08_08_22_08_780.jpg,C:\Users\bibhu\Documents\car data\IMG\left_2024_07_08_08_22_08_780.jpg,C:\Users\bibhu\Documents\car data\IMG\right_2024_07_08_08_22_08_780.jpg,0,0,0,0.0001828696
C:\Users\bibhu\Documents\car data\IMG\center_2024_07_08_08_22_08_853.jpg,C:\Users\bibhu\Documents\car data\IMG\left_2024_07_08_08_22_08_853.jpg,C:\Users\bibhu\Documents\car data\IMG\right_2024_07_08_08_22_08_853.jpg,0,0,0,0.0002521266
C:\Users\bibhu\Documents\car data\IMG\center_2024_07_08_08_22_08_928.jpg,C:\Users\bibhu\Documents\car data\IMG\left_2024_07_08_08_22_08_928.jpg,C:\Users\bibhu\Documents\car data\IMG\right_2024_07_08_08_22_08_928.jpg,0,0,0,4.810798E-05
